Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	St_ID	Pressure [dBar]	QV:SEADATANET	Temperature, ITS-90 [degrees C]	QV:SEADATANET	Salinity [per mille]	QV:SEADATANET	DOW [µM]	QV:SEADATANET	Oxygen Saturation [%]	QV:SEADATANET	Oxygen, SBE 43 [mg/l]	QV:SEADATANET	Total Chl-a [µg/l]	QV:SEADATANET	pH	QV:SEADATANET	NH4 [µM]	QV:SEADATANET	NO2-N [µM]	QV:SEADATANET	NO3-N+NO2-N [µM]	QV:SEADATANET	PO4 [µM]	QV:SEADATANET	TP [µM]	QV:SEADATANET	TPP [µM]	QV:SEADATANET	Si [µM]	QV:SEADATANET	POC [µM]	QV:SEADATANET	PON [µM]	QV:SEADATANET	TSS [mg/l]	QV:SEADATANET	SD [m]	QV:SEADATANET	TRIX (Chem)	QV:SEADATANET	TRIX	QV:SEADATANET	QV:SEADATANET:SAMPLE
								10	1	22.818	1	39.3782	1	212.88348	1	99.37344	1	6.4109	0	0.33361	1		9	0.19	1	0.07	1	0.55	1	0.04	1	0.17459	1		9	2.56	1		9		9		9		9		9	2.14065	0	0
								25	1	22.83	1	39.3792	1	213.13559	1	99.50616	1	6.42109	0	0.39343	1		9	0.12	1	0.06	1	0.54	1	0.04	1	0.18361	1		9	2.41	1		9		9		9		9		9	2.09102	0	0
TARAL - Nov 2010	G43R53(T30)	B	2010-11-10T06:27:00	34.88403	36.57178	56	77913	0	1	23.8789	5	39.5516	5	211.66708	1	100.73277	1	6.30095	5	0.07157	1		9	0.23	1	0.05	1	0.21	1	0.04	1	0.08119	1		9	1.38	1		9		9		9	10	1		9	1.17501	0	0
TARAL - Nov 2010	G30R51(T47)	B	2010-11-10T07:07:00	34.85223	36.50245	86	77914	0	1	24.0909	5	39.545	5	212.5	1	101.49184	1	6.36396	5	0.14463	1		9	0.2	1	0.04	1	0.21	1	0.05	1	0.24463	1		9	0.89	1		9		9		9	17	1		9	2.0605	0	0
TARAL - Nov 2010	G23R42(T48)	B	2010-11-10T08:24:00	34.69965	36.38140	204	77915	0	1	24.087	5	39.537	5	214.58316	1	102.47525	1	6.38246	5	0.0513	1	8.158	1	0.06	1	0.03	1	0.15	1	0.03	1	0.06686	1		9	0.96	1		9		9	10.5	1	21	1		9	1.15709	0	0
								5	1	24.0915	1	39.5368	1	214.48064	1	102.43188	1	6.37854	0	0.0653	1	8.165	1	0.09	1	0.03	1	0.13	1	0.04	1	0.06686	1		9	0.92	1		9		9		9		9		9	1.2548	0	0
								10	1	24.0831	1	39.5358	1	213.48506	1	101.93911	1	6.38136	0	0.06157	1	8.182	1	0.08	1	0.04	1	0.13	1	0.03	1	0.18467	1		9	0.98	1		9		9		9		9		9	1.50245	0	0
								20	1	24.0742	1	39.5336	1	214.26738	1	102.29157	1	6.38476	0	0.04946	1	8.183	1	0.08	1	0.04	1	0.12	1	0.03	1	0.04882	1		9	0.93	1		9		9		9		9		9	0.9845	0	0
								30	1	24.0637	1	39.5331	1	212.60312	1	101.47435	1	6.3841	0	0.06014	1	8.185	1	0.08	1	0.04	1	0.11	1	0.03	1	0.04086	1		9	0.93	1		9		9		9		9		9	0.81262	0	0
								40	1	24.0527	1	39.5292	1	214.66678	1	102.43353	1	6.3914	0		9	8.174	1	0.07	1	0.04	1	0.12	1	0.03	1	0.05094	1		9	0.98	1		9		9		9		9		9		9	0
								50	1	23.981	1	39.5145	1	214.35905	1	102.14877	1	6.41614	0		9	8.144	1	0.14	1	0.05	1	0.12	1	0.02	1	0.08862	1		9	1.02	1		9		9		9		9		9		9	0
								75	1	19.0052	1	39.0036	1	245.76271	1	106.89825	1	7.33238	0	0.06072	1	8.135	1	0.13	1	0.06	1	0.16	1	0.02	1	0.11144	1		9	1.06	1		9		9		9		9		9	1.8907	0	0
								100	1	17.8622	1	39.079	1	228.90639	1	97.50764	1	7.07406	0	0.08287	1	8.123	1	0.07	1	0.12	1	0.37	1	0.03	1	0.24304	1		9	1.05	1		9		9		9		9		9	2.06792	0	0
								125	1	17.4531	1	39.1292	1	222.25055	1	93.96508	1	6.68802	0	0.05004	1	8.115	1	0.14	1	0.08	1	0.58	1	0.04	1	0.04511	1		9	1.19	1		9		9		9		9		9	1.77406	0	0
								150	1	17.2052	1	39.1618	1	220.77591	1	92.91348	1	6.56781	0	0.10709	1	8.109	1	0.21	1	0.08	1	0.77	1	0.05	1	0.05466	1		9	1.23	1		9		9		9		9		9	2.28866	0	0
								200	1	16.7685	1	39.2173	1	214.10365	1	89.37138	1	6.41136	0	0.06583	1	8.102	1	0.11	1	0.06	1	1.32	1	0.04	1	0.04033	1		9	1.3	1		9		9		9		9		9	2.28602	0	0
TARAL - Nov 2010	G31R42(T46)	B	2010-11-10T13:52:00	34.69047	36.51553	128	77924	0	1	24.0575	5	39.5425	5	212.85617	1	101.60263	1	6.4205	5	0.07888	1		9	0.1	1	0.05	1	0.2	1	0.03	1	0.03715	1		9	1.04	1		9		9	11.3	1	27	1		9	1.07182	0	0
								10	1	24.0437	1	39.541	1	212.82974	1	101.56099	1	6.43252	0	0.05292	1		9	0.08	1	0.04	1	0.23	1	0.03	1	0.05307	1		9	1.01	1		9		9		9		9		9	1.05876	0	0
								20	1	24.0373	1	39.5427	1	212.9115	1	101.58566	1	6.42337	0	0.1014	1		9	0.11	1	0.04	1	0.22	1	0.03	1	0.04139	1		9	1.04	1		9		9		9		9		9	1.23249	0	0
								30	1	24.0339	1	39.5423	1	214.52846	1	102.3467	1	6.43038	0	0.05834	1		9	0.07	1	0.03	1	0.12	1	0.02	1	0.05147	1		9	0.98	1		9		9		9		9		9	1.05344	0	0
								40	1	24.0468	1	39.5498	1	212.87422	1	101.57998	1	6.40958	0	0.03922	1		9	0.06	1	0.02	1	0.08	1	0.02	1	0.18042	1		9	1	1		9		9		9		9		9	1.10995	0	0
								50	1	24.059	1	39.5573	1	224.80028	1	107.29333	1	6.40457	0	0.05516	1		9	0.11	1	0.05	1	0.15	1	0.02	1	0.08968	1		9	1.16	1		9		9		9		9		9	1.75797	0	0
								75	1	19.3438	1	38.9827	1	226.20972	1	98.99483	1	7.11058	0	0.19741	1		9	0.15	1	0.11	1	0.75	1	0.05	1	0.10613	1		9	1.68	1		9		9		9		9		9	2.01252	0	0
								100	1	18.3557	1	39.0049	1	236.86441	1	101.78659	1	7.15601	0	0.07054	1		9	0.16	1	0.09	1	0.093	5	0.04	1	0.03184	3		9	0.98	1		9		9		9		9		9	0.95324	0	0
								125	1	17.8567	1	39.0851	1	226.52214	1	96.47539	1	6.85327	0	0.06041	1		9	0.07	1	0.16	1	0.42	1	0.04	1	0.33166	1		9	1.34	1		9		9		9		9		9	2.23035	0	0
TARAL - Nov 2010	BAP3 (Sta_1)	B	2010-11-11T06:42:00	34.43428	36.47490	203	77930	0	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9	31	1		9		9	0
TARAL - Nov 2010	BAP1 (Sta_3a)	B	2010-11-12T07:24:00	34.27323	36.55467	52	77940	0	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9	12	1		9		9	0
BAP - Dec 2010	Enstitü Kiyi	B	2010-12-22T08:05:00	34.27200	36.55600	47	77944	0	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9	15	1		9		9	0
BAP - Dec 2010	Enstitü Açik	B	2010-12-23T07:20:00	34.43983	36.47267	207	77948	0	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9	23	1		9		9	0
BAP - Jan 2011	Enstitü Kiyi(Sta_3b)	B	2011-01-27T08:29:00	34.27143	36.55530	47	77956	0	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9	13	1		9		9	0
BAP - Jan 2011	Enstitü Açik	B	2011-01-28T07:29:00	34.44007	36.47433	206	77960	0	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9	21	1		9		9	0
BAP - Jan 2011	Enstitü Açik (Sta_1)	B	2011-01-28T10:00:00	34.43193	36.49458	184	77965	0	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9	24	1		9		9	0
TARAL - Feb 2011	TARAL-5	B	2011-02-21T10:12:00	34.69267	36.62100	77	77968	0	1	17.954	5	39.2742	5	234.07356	1	100.04012	1	6.9631	5	0.1691	1		9	0.05	1	0.07	1	0.19	1	0.02	1	0.09623	1		9	0.77	1		9		9		9	21	1		9	0.27699	0	0
								10	1	17.8607	1	39.2746	1	233.70076	1	99.70243	1	6.9656	0	0.15915	1		9	0.09	1	0.08	1	0.2	1	0.02	1	0.23443	1		9	0.76	1		9		9		9		9		9	1.37095	0	0
TARAL - Feb 2011	TARAL-10 cast2	B	2011-02-21T11:19:00	34.69318	36.62577	71	77970	0	1	18.1096	5	39.2725	5	233.39317	1	100.03882	1	6.95	5	0.10842	1		9	0.11	1	0.03	1	0.19	1	0.02	1	0.09575	1		9	0.74	1		9		9	9.95	1	24	1		9	0.18315	0	0
								10	1	17.8718	1	39.2715	1	233.50124	1	99.63617	1	6.9675	0	0.11684	1		9	0.13	1	0.04	1	0.23	1	0.02	1	0.10755	1		9	0.76	1		9		9		9		9		9	1.1281	0	0
								20	1	17.8057	1	39.2801	1	233.77618	1	99.63087	1	6.9775	0	0.1332	1		9	0.11	1	0.07	1	0.27	1	0.02	1	0.24953	1		9	0.8	1		9		9		9		9		9	1.50492	0	0
								30	1	17.7042	1	39.2899	1	234.28909	1	99.66103	1	6.9902	0	0.08528	1		9	0.28	1	0.04	1	0.32	1	0.03	1	0.22877	1		9	0.83	1		9		9		9		9		9	1.44656	0	0
								40	1	17.6659	1	39.2935	1	234.34827	1	99.6124	1	6.9739	0	0.12964	1		9	0.2	1	0.04	1	0.35	1	0.03	1	0.12358	1		9	0.83	1		9		9		9		9		9	1.39231	0	0
								50	1	17.6641	1	39.2972	1	233.339	1	99.17804	1	6.9607	0	0.1999	1		9	0.18	1	0.07	1	0.39	1	0.03	1	0.1066	1		9	0.88	1		9		9		9		9		9	1.78054	0	0
								65	1	17.5498	1	39.3276	1	232.44943	1	98.59946	1	6.909	0	0.1688	1		9	0.22	1	0.19	1	0.75	1	0.03	1	0.11981	1		9	1.14	1		9		9		9		9		9	2.14689	0	0
TARAL - Feb 2011	TARAL-15	B	2011-02-21T12:26:00	34.75577	36.62107	65	77973	0	1	18.0493	5	39.2821	5	234.54887	1	100.42683	1	6.9761	5	0.23315	1		9	0.12	1	0.04	1	0.23	1	0.04	1	0.09953	1		9	0.75	1		9		9		9	22	1		9	1.3977	0	0
								10	1	17.7861	1	39.2822	1	234.45421	1	99.8886	1	6.9726	0	0.20927	1		9	0.26	1	0.05	1	0.34	1	0.04	1	0.12783	1		9	0.76	1		9		9		9		9		9	1.15808	0	0
TARAL - Feb 2011	TARAL-28	B	2011-02-21T13:03:00	34.81633	36.62917	52	77974	0	1	18.1215	5	39.2914	5	234.78186	1	100.66783	1	6.9422	5	0.07144	1		9	0.23	1	0.03	1	0.23	1	0.04	1	0.13726	1		9	0.74	1		9		9		9	13	1		9	1.34688	0	0
								10	1	17.9785	1	39.2855	1	234.24809	1	100.16317	1	6.976	0	0.07407	1		9	0.21	1	0.03	1	0.24	1	0.05	1	0.11934	1		9	0.71	1		9		9		9		9		9	0.79133	0	0
TARAL - Feb 2011	TARAL-20	B	2011-02-21T13:38:00	34.76193	36.66358	50	77975	0	1	17.5349	5	38.9068	5	245.27338	1	103.77485	1	7.3069	5	0.39902	1		9	0.27	1	0.05	1	0.49	1	0.07	1	0.19528	1		9	1.59	1		9		9		9	5	1		9	2.90559	0	0
								10	1	17.6006	1	39.1217	1	238.82765	1	101.29974	1	7.1748	0	0.44041	1		9	0.29	1	0.02	1	0.29	1	0.08	1	0.24528	1		9	1.09	1		9		9		9		9		9	2.54011	0	0
TARAL - Feb 2011	TARAL-19	B	2011-02-21T14:14:00	34.75163	36.69573	32	77976	0	1	17.2971	5	38.641	5	249.51366	1	104.92696	1	7.4662	5	0.8866	1		9	0.33	1	0.06	1	1.08	1	0.08	1	0.19057	1		9	2.15	1		9		9		9	4	1		9	3.50575	0	0
								10	1	17.3249	1	38.7802	1	244.36252	1	102.89701	1	7.3518	0	0.80571	1		9	0.29	1	0.03	1	1.03	1	0.06	1	0.13302	1		9	1.74	1		9		9		9		9		9	3.12495	0	0
TARAL - Feb 2011	TARAL-14	B	2011-02-21T14:43:00	34.71333	36.69383	43	77977	0	1	17.3915	5	38.8044	5	247.1499	1	104.22161	1	7.4191	5	0.45677	1		9	0.34	1	0.05	1	0.67	1	0.08	1	0.23726	1		9	1.77	1		9		9	11.07	1	4	1		9	3.16838	0	0
								10	1	17.6694	1	39.0852	1	238.01428	1	101.0633	1	7.1421	0	0.36407	1		9	0.35	1	0.03	1	0.44	1	0.04	1	0.17925	1		9	1.12	1		9		9		9		9		9	2.39687	0	0
								20	1	17.8391	1	39.2092	1	234.34827	1	99.89463	1	6.9888	0	0.25406	1		9	0.34	1	0.03	1	0.36	1	0.03	1	0.21226	1		9	0.94	1		9		9		9		9		9	1.44747	0	0
								30	1	17.9139	1	39.2382	1	232.52826	1	99.27096	1	6.9319	0	0.26466	1		9	0.27	1	0.04	1	0.4	1	0.03	1	0.18726	1		9	1.05	1		9		9		9		9		9	2.10109	0	0
								40	1	17.9383	1	39.2608	1	231.17458	1	98.74737	1	6.8781	0	0.35129	1		9	0.32	1	0.05	1	0.47	1	0.04	1	0.18726	1		9	1.08	1		9		9		9		9		9	2.45908	0	0
TARAL - Feb 2011	T9 - med15	B	2011-02-21T15:49:00	34.67133	36.67883	53	77980	0	1	18.1995	5	39.2966	5	233.21616	1	100.1452	1	6.9587	5	0.42238	1	8.215	1	0.1	1	0.02	1	0.13	1	0.02	1	0.08962	1		9	0.94	1		9		9	11.4	1		9		9	1.03261	0	0
								10	1	18.0843	1	39.2924	1	233.61287	1	100.09341	1	6.9668	0	0.1402	1	8.211	1	0.17	1	0.02	1	0.13	1	0.03	1	0.10802	1		9	0.92	1		9		9	10.3	1		9		9	0.63759	0	0
								20	1	18.0533	1	39.2929	1	233.27689	1	99.88766	1	6.9512	0	0.18699	1	8.21	1	0.11	1	0.02	1	0.15	1	0.02	1	0.17311	1		9	0.85	1		9		9	10.5	1		9		9	0.92748	0	0
								30	1	18.0496	1	39.293	1	233.26485	1	99.87142	1	6.928	0	0.1996	1	8.204	1	0.12	1	0.02	1	0.17	1	0.02	1	0.1783	1		9	0.86	1		9		9	11.3	1		9		9	1.05018	0	0
								50	1	17.9691	1	39.2923	1	232.11079	1	99.21902	1	6.9021	0	0.27409	1	8.191	1	0.08	1	0.03	1	0.18	1	0.03	1	0.20566	1		9	0.88	1		9		9	10.6	1		9		9	1.82999	0	0
TARAL - Feb 2011	TARAL-4	B	2011-02-21T16:30:00	34.59667	36.71500	52	77981	0	1	18.1789	5	39.2936	5	233.44328	1	100.20244	1	6.9681	5	0.33775	1		9	0.08	1	0.02	1	0.18	1	0.02	1	0.09057	1		9	0.87	1		9		9		9		9		9	1.12013	0	0
								10	1	18.0838	1	39.2873	1	234.55524	1	100.49316	1	6.9776	0	0.19027	1		9	0.15	1	0.03	1	0.19	1	0.02	1	0.13774	1		9	0.89	1		9		9		9		9		9	1.48351	0	0
TARAL - Feb 2011	TARAL-3	B	2011-02-21T17:00:00	34.59667	36.71500	33	77982	0	1	17.9347	5	39.224	5	235.88916	1	100.74925	1	7.0434	5		9		9	0.07	1	0.03	1	0.19	1	0.02	1	0.25708	1		9	0.96	1		9		9		9		9		9		9	0
								10	1	17.8663	1	39.2114	1	236.69896	1	100.95374	1	7.0535	0		9		9	0.08	1	0.04	1	0.29	1	0.03	1	0.11604	1		9	1.01	1		9		9		9		9		9		9	0
TARAL - Feb 2011	TARAL-2	B	2011-02-21T17:24:00	34.58333	36.74166	20	77983	0	1	17.6998	5	39.0606	5	240.91762	1	102.34377	1	7.1291	5	0.54418	1		9	0.38	1	0.05	1	0.85	1	0.04	1	0.15991	1		9	1.46	1		9		9	11.3	1		9		9	2.9473	0	0
								10	1	17.8233	1	39.186	1	238.62469	1	101.67751	1	7.0756	0	0.35034	1		9	0.14	1	0.04	1	0.31	1	0.04	1	0.15377	1		9	1.1	1		9		9		9		9		9	2.28882	0	0
								17	1	17.5844	1	39.1513	1	240.66461	1	102.06293	1	7.1357	0	0.27457	1		9	0.14	1	0.04	1	0.33	1	0.05	1	0.13208	1		9	1.15	1		9		9		9		9		9	2.23616	0	0
TARAL - Feb 2011	TARAL-1	B	2011-02-21T18:06:00	34.56833	36.75834	12	77985	0	1	16.439	5	37.6717	5	256.9856	1	105.68923	1	7.659	5	1.37386	1		9	7.69	1	0.44	1	10.09	1	0.12	1	0.67642	1		9	6.99	1		9		9		9		9		9	5.09206	0	0
								10	1	17.1121	1	38.92	1	240.11299	1	100.78569	1	7.0952	0		9		9	0.47	1	0.13	1	1.39	1	0.04	1	0.3217	1		9	1.78	1		9		9		9		9		9		9	0
TARAL - Feb 2011	TARAL-6	B	2011-02-21T19:31:00	34.61533	36.77017	12	77986	0	1	16.5933	5	37.7431	5	255.86171	1	105.58559	1	7.613	5	0.36894	1		9	4.8	1	0.34	1	6.64	1	0.11	1	0.66321	1		9	4.91	1		9		9		9		9		9	4.44286	0	0
								9	1	16.7577	1	38.6739	1	247.36346	1	102.97715	1	7.2889	0	2.07339	1		9	1.24	1	0.18	1	3.5	1	0.05	1	0.38774	1		9	2.61	1		9		9		9		9		9	4.32677	0	0
TARAL - Feb 2011	TARAL-7	B	2011-02-21T19:45:00	34.64300	36.72917	18	77987	0	1	17.225	5	38.1305	5	243.92317	1	102.12022	1	7.4382	5	0.85251	1		9	2.32	1	0.14	1	2.78	1	0.08	1	0.44717	1		9	3.79	1		9		9		9		9		9	3.96038	0	0
								10	1	17.2965	1	38.946	1	249.08144	1	104.93278	1	7.276	0	0.79949	1		9	0.16	1	0.05	1	0.49	1	0.02	1	0.16368	1		9	1.82	1		9		9		9		9		9	3.13345	0	0
TARAL - Feb 2011	TARAL-8	B	2011-02-22T04:54:00	34.66667	36.72833	29	77988	0	1	17.4002	5	38.9729	5	251.24123	1	106.07219	1	7.1632	5	0.49455	1		9	0.16	1	0.02	1	0.37	1	0.02	1	0.18821	1		9	1.7	1		9		9		9		9		9	3.0115	0	0
								10	1	17.4534	1	38.9952	1	244.38177	1	103.28942	1	7.1643	0	0.47372	1		9	0.18	1	0.03	1	0.33	1	0.03	1	0.18443	1		9	1.67	1		9		9		9		9		9	2.75282	0	0
TARAL - Feb 2011	TARAL-13	B	2011-02-22T05:24:00	34.66717	36.72850	30	77989	0	1	17.5456	5	39.0497	5	239.21803	1	101.32056	1	7.1533	5	0.41212	1		9	0.09	1	0.02	1	0.23	1	0.03	1	0.15849	1		9	1.58	1		9		9		9	7	1		9	2.14855	0	0
								10	1	17.5488	1	39.0535	1	238.94104	1	101.20736	1	7.1441	0	0.4316	1		9	0.08	1	0.02	1	0.11	1	0.02	1	0.1934	1		9	1.58	1		9		9		9		9		9	2.01621	0	0
TARAL - Feb 2011	TARAL-18	B	2011-02-22T05:56:00	34.71350	36.74917	20	77990	0	1	16.4207	5	37.845	5	256.9856	1	105.76345	1	7.6477	5	1.05254	1		9	0.55	1	0.14	1	2.35	1	0.06	1	0.39906	1		9	4.06	1		9		9	10.3	1	3	1		9	4.15307	0	0
								10	1	17.0155	1	38.5688	1	251.99728	1	105.3557	1	7.5463	0	1.35534	1		9	0.1	1	0.06	1	0.92	1	0.03	1	0.21792	1		9	2.57	1		9		9		9		9		9	3.62092	0	0
								18	1	17.161	1	38.7984	1	236.18004	1	99.15057	1	7.0406	0	2.11016	1		9	0.34	1	0.21	1	1.12	1	0.14	1	0.40142	1		9	2.9	1		9		9		9		9		9	3.4656	0	0
TARAL - Feb 2011	TARAL-25	B	2011-02-22T06:48:00	34.75350	36.75267	16	77992	0	1	16.2386	5	37.4558	5	255.0153	1	104.33688	1	7.9154	5	0.83806	1		9	0.83	1	0.25	1	3.25	1	0.1	1	0.49245	1		9	4.53	1		9		9		9	3	1		9	4.16734	0	0
								10	1	17.4505	1	39.0009	1	229.21655	1	96.87778	1	6.8758	0	0.45697	1		9	0.46	1	0.25	1	0.84	1	0.17	1	0.43915	1		9	2.47	1		9		9		9		9		9	3.37353	0	0
TARAL - Feb 2011	TARAL-27	B	2011-02-22T07:25:00	34.82000	36.68800	30	77994	0	1	17.0822	5	39.0541	5	240.65302	1	101.04131	1	7.1699	5	0.38331	1	8.212	1	0.3	1	0.12	1	0.34	1	0.12	1	0.30566	1		9	2.42	1		9		9	13.12	1		9		9	2.5249	0	0
								3	1	17.0787	1	39.0541	1	243.5273	1	102.24001	1	7.1733	0	0.28173	1	8.218	1	0.33	1	0.13	1	0.33	1	0.11	1	0.47358	1		9	2.59	1		9		9		9		9		9	2.8603	0	0
								6	1	17.0539	1	39.0568	1	240.11299	1	100.75946	1	7.1723	0	0.40231	1	8.205	1	0.3	1	0.12	1	0.31	1	0.11	1	0.43396	1		9	2.47	1		9		9		9		9		9	2.53765	0	0
								10	1	16.9719	1	39.0907	1	240.93286	1	100.96502	1	7.108	0	0.20737	1	8.224	1	0.38	1	0.11	1	0.44	1	0.09	1	0.36415	1		9	2.27	1		9		9		9		9		9	2.42809	0	0
								15	1	16.9387	1	39.1294	1	238.51814	1	99.91129	1	7.1168	0	0.17486	1	8.204	1	0.49	1	0.11	1	0.41	1	0.1	1	0.46745	1		9	2.19	1		9		9		9		9		9	1.62666	0	0
								20	1	16.9893	1	39.198	1	237.75093	1	99.72514	1	7.0771	0		9	8.209	1	0.36	1	0.11	1	0.22	1	0.1	1	0.37311	1		9	2.07	1		9		9		9		9		9		9	0
								25	1	16.9879	1	39.2018	1	237.04707	1	99.42743	1	7.0611	0	0.31191	1	8.212	1	0.51	1	0.13	1	0.15	1	0.13	1	0.33113	1		9	2.11	1		9		9		9		9		9	2.27395	0	0
TARAL - Feb 2011	TARAL-34	B	2011-02-22T11:57:00	34.86666	36.75367	10	77997	0	1	17.2806	5	39.2113	5	243.01439	1	102.51466	1	7.0843	5	0.22431	1		9	0.25	1	0.11	1	0.35	1	0.09	1	0.38538	1		9	1.38	1		9		9		9	1.5	1		9	2.71058	0	0
								7	1	17.1503	1	39.2373	1	236.05884	1	99.34768	1	6.9861	0	0.20259	1		9	0.26	1	0.08	1	0.14	1	0.14	1	0.44858	1		9	1.38	1		9		9		9		9		9	2.09359	0	0
TARAL - Feb 2011	TARAL-37	B	2011-02-22T12:24:00	34.81833	36.76000	8	77998	0	1	16.6907	5	38.7496	5	237.46364	1	98.77849	1	7.0857	5	0.54141	1		9	0.26	1	0.41	1	1.28	1	0.26	1	0.77123	1		9	3.26	1		9		9		9	1	1		9	3.36038	0	0
								5	1	16.6195	1	39.0741	1	235.88916	1	98.18121	1	6.9909	0	0.57172	1		9	0.24	1	0.4	1	1.18	1	0.27	1	0.48396	1		9	2.95	1		9		9		9		9		9	3.32616	0	0
TARAL - Feb 2011	TARAL-33	B	2011-02-22T12:49:00	34.81867	36.76167	10	77999	0	1	17.2048	5	38.6007	5	247.92682	1	104.052	1	7.4519	5	0.72658	1		9	0.28	1	0.18	1	0.95	1	0.12	1	0.53868	1		9	2.55	1		9		9		9	2	1		9	3.6896	0	0
								8	1	16.9734	1	39.0493	1	226.50009	1	94.89655	1	6.6626	0	0.61506	1		9	0.2	1	0.21	1	0.9	1	0.36	1	0.60896	1		9	2.92	1		9		9		9		9		9	3.71675	0	0
TARAL - Feb 2011	TARAL-36	B	2011-02-22T13:11:00	34.83633	36.77200	7	78000	0	1	17.2821	5	38.843	5	232.1505	1	97.71678	1	6.9913	5	0.78524	1		9	0.27	1	0.24	1	1.12	1	0.33	1	0.6184	1		9	3.29	1		9		9		9	1	1		9	3.6043	0	0
								5	1	17.0928	1	38.981	1	223.48743	1	93.80948	1	6.7954	0	0.71576	1		9	0.32	1	0.22	1	1.21	1	0.61	1	0.4941	3		9	4.1	1		9		9		9		9		9	3.88528	0	0
TARAL - Feb 2011	TARAL-32	B	2011-02-22T13:36:00	34.77100	36.79583	10	78001	0	1	16.6794	5	38.3376	5	259.80139	1	107.77705	1	7.573	5	1.64244	1		9	0.72	1	0.36	1	4.85	1	0.14	1	0.58113	1		9	3.33	1		9		9		9	2	1		9	4.7948	0	0
								8	1	17.3451	1	39.0123	1	214.47491	1	90.47391	1	6.217	0	0.83348	1		9	0.46	1	0.42	1	1.9	1	0.38	1	0.61321	1		9	4.23	1		9		9		9		9		9	4.33139	0	0
TARAL - Feb 2011	TARAL-31	B	2011-02-22T13:55:00	34.75167	36.78083	8	78002	0	1	16.6986	5	38.0689	5	231.0457	1	95.72688	1	7.3463	5	1.31848	1		9	2.55	1	0.69	1	5.26	1	0.37	1	0.76415	1		9	5.69	1		9		9		9	1.5	1		9	4.71998	0	0
								6	1	17.174	1	38.9495	1	202.73717	1	85.21414	1	5.9372	0	0.64905	1		9	1.43	1	0.76	1	2.96	1	0.52	1	0.73208	1		9	6.11	1		9		9		9		9		9	4.68873	0	0
TARAL - Feb 2011	TARAL-24	B	2011-02-22T14:15:00	34.75167	36.78083	10	78003	0	1	16.5717	5	37.4748	5	265.79782	1	109.46177	1	8.0947	5	0.7647	1		9	0.75	1	0.31	1	4.33	1	0.12	1	0.46415	1		9	4.55	1		9		9		9	2.5	1		9	4.47443	0	0
								8	1	16.8602	1	38.6083	1	254.58852	1	106.15079	1	6.9871	0	1.06841	1		9	0.25	1	0.29	1	3.3	1	0.1	1	0.35613	1		9	3.08	1		9		9		9		9		9	4.21403	0	0
TARAL - Feb 2011	TARAL-23	B	2011-02-22T14:36:00	34.72683	36.79750	8	78004	0	1	16.4654	5	37.1745	5	258.61331	1	106.09143	1	7.9831	5	0.89963	1		9	4.25	1	0.81	1	8.31	1	0.31	1	0.8184	1		9	6.59	1		9		9		9	1.5	1		9	4.90672	0	0
								6	1	16.8072	1	38.4626	1	204.82747	1	85.24189	1	6.0564	0	0.55605	1		9	6.61	1	1.76	1	9.18	1	0.99	1	1.84387	1		9	7.51	1		9		9		9		9		9	5.42966	0	0
TARAL - Feb 2011	T21 med11	B	2011-02-22T14:51:00	34.71333	36.79750	8	78005	0	1	16.3606	5	36.8643	5	259.50385	1	106.04133	1	7.9949	5	0.89733	1	8.23	1	4.14	1	0.73	1	7.59	1	0.3	1	0.87358	1		9	6.44	1		9		9	45.4	1	2	1		9	4.90168	0	0
								6	1	16.6654	1	38.4459	1	170.13475	1	70.60507	1	5.8829	0	1.25306	1	8.145	1	5.54	1	1.67	1	9.73	1	1.04	1	1.18113	1		9	9.54	1		9		9	23.8	1		9		9	5.79976	0	0
TARAL - Feb 2011	T22 med12	B	2011-02-22T15:06:00	34.71350	36.78267	11	78006	0	1	16.265	5	36.8437	5	265.55066	1	108.29822	1	8.1444	5	0.738	1	8.252	1	1.97	1	0.38	1	5.5	1	0.16	1	0.66179	1		9	6.49	1		9		9	15.97	1	2	1		9	4.68201	0	0
								10	1	16.9852	1	38.8323	1	180.84651	1	75.68591	1	4.5799	0	0.93384	1	8.169	1	3.75	1	1.44	1	8.4	1	0.97	1	1.33302	1		9	8.83	1		9		9	41.03	1		9		9	5.58573	0	0
TARAL - Feb 2011	T17 med9	B	2011-02-22T15:51:00	34.67017	36.77333	14	78007	0	1	16.4785	5	37.7996	5	269.81308	1	111.13556	1	8.1069	5	0.95826	1	8.267	1	0.85	1	0.19	1	2.6	1	0.08	1	0.56179	1		9	4.3	1		9		9	19.5	1		9		9	4.5441	0	0
